reference_id,source_file,available_files,entry_type,citation_key,title,authors,year,container_title,publisher,organization,volume,issue,pages,doi,doi_url,url,note,raw_reference,raw_bib
LWCite-1074,LWCite-1074.txt,LWCite-1074.txt,citation_text_reference,,August. Measuring the effectiveness of keyword lists in digital forensics,"Kanta, A.; Hargreaves, C",2025,"Proceedings of the 20th International Conference on Availability, Reliability and Security",,,,,,,,,,"Kanta, A. and Hargreaves, C., 2025, August. Measuring the effectiveness of keyword lists in digital forensics. In Proceedings of the 20th International Conference on Availability, Reliability and Security.",
LWCite-1075,LWCite-1075.txt,LWCite-1075.txt,citation_text_reference,,December. PCWQ: A framework for evaluating password cracking wordlist quality,"Kanta, A., Coisel, I.; Scanlon, M",2021,International Conference on Digital Forensics and Cyber Crime (pp. 159-175). Cham: Springer International Publishing,,,,,,,,,,"Kanta, A., Coisel, I. and Scanlon, M., 2021, December. PCWQ: A framework for evaluating password cracking wordlist quality. In International Conference on Digital Forensics and Cyber Crime (pp. 159-175). Cham: Springer International Publishing.",
LWCite-1076,LWCite-1076.txt,LWCite-1076.txt,citation_text_reference,,"Harder, better, faster, stronger: Optimising the performance of context-based password cracking dictionaries","Kanta, A., Coisel, I.; Scanlon, M",2023,"Forensic Science International: Digital Investigation, 44, p.301507",,,,,,,,,,"Kanta, A., Coisel, I. and Scanlon, M., 2023. Harder, better, faster, stronger: Optimising the performance of context-based password cracking dictionaries. Forensic Science International: Digital Investigation, 44, p.301507.",
LWCite-1077,LWCite-1077.txt,LWCite-1077.txt,citation_text_reference,,How viable is password cracking in digital forensic investigation? Analyzing the guessability of over 3.9 billion real-world accounts,"Kanta, A., Coray, S., Coisel, I.; Scanlon, M",2021,"Forensic Science International: Digital Investigation, 37, p.301186",,,,,,,,,,"Kanta, A., Coray, S., Coisel, I. and Scanlon, M., 2021. How viable is password cracking in digital forensic investigation? Analyzing the guessability of over 3.9 billion real-world accounts. Forensic Science International: Digital Investigation, 37, p.301186.",
LWCite-1078,LWCite-1078.txt,LWCite-1078.txt,citation_text_reference,,File type identification-computational intelligence for digital forensics,"Karampidis, K.; Papadourakis, G",2017,"Journal of Digital Forensics, Security and Law, 12(2), p.6",,,,,,,,,,"Karampidis, K. and Papadourakis, G., 2017. File type identification-computational intelligence for digital forensics. Journal of Digital Forensics, Security and Law, 12(2), p.6.",
LWCite-1079,LWCite-1079.txt,LWCite-1079.txt,citation_text_reference,,Generation and handling of hard drive duplicates as piece of evidence,"Kemmerich, T., Junge, F., Kuntze, N., Rudolph, C., Endicott-Popovsky, B.; Großkopf, L",2014,,,,,,,,,,,"Kemmerich, T., Junge, F., Kuntze, N., Rudolph, C., Endicott-Popovsky, B. and Großkopf, L., 2014. Generation and handling of hard drive duplicates as piece of evidence.",
LWCite-1080,LWCite-1080.txt,LWCite-1080.txt,web_reference,,Guide to Integrating Forensic Techniques into Incident Response,"Kent, K., Chevalier, S., Grance, T.; Dang, H",2006,NIST Special Publication 800‑86,,,,,,,,https://nvlpubs.nist.gov/nistpubs/legacy/sp/nistspecialpublication800-86.pdf,,"Kent, K., Chevalier, S., Grance, T. & Dang, H. (2006) Guide to Integrating Forensic Techniques into Incident Response. NIST Special Publication 800‑86. National Institute of Standards and Technology (NIST). Available at: https://nvlpubs.nist.gov/nistpubs/legacy/sp/nistspecialpublication800-86.pdf",
LWCite-1081,LWCite-1081.txt,LWCite-1081.txt,text_reference,,11(4):10,"Kessler GC. The impact of SHA-1 file hash collisions on digital forensic imaging: A follow-up experiment. Journal of Digital Forensics, Security; Law",2016,,,,,,,,,,,"Kessler GC. The impact of SHA-1 file hash collisions on digital forensic imaging: A follow-up experiment. Journal of Digital Forensics, Security and Law. 2016;11(4):10.",
LWCite-1082,LWCite-1082.txt,LWCite-1082.txt,citation_text_reference,,Anti-forensics and the digital investigator,"Kessler, G.C",2007,,,,,,,,,,,"Kessler, G.C., 2007. Anti-forensics and the digital investigator.",
LWCite-1083,LWCite-1083.txt,LWCite-1083.txt,citation_text_reference,,The impact of MD5 file hash collisions on digital forensic imaging,"Kessler, G.C",2016,"Journal of digital forensics, security and law, 11(4), p.9",,,,,,,,,,"Kessler, G.C., 2016. The impact of MD5 file hash collisions on digital forensic imaging. Journal of digital forensics, security and law, 11(4), p.9.",
LWCite-1084,LWCite-1084.txt,LWCite-1084.txt,citation_text_reference,,Using every part of the buffalo in Windows memory analysis,"Kornblum, J.D",2007,"Digital Investigation, 4(1), pp.24-29",,,,,,,,,,"Kornblum, J.D., 2007. Using every part of the buffalo in Windows memory analysis. Digital Investigation, 4(1), pp.24-29.",
LWCite-1085,LWCite-1085.txt,LWCite-1085.txt,citation_text_reference,,A universal taxonomy and survey of forensic memory acquisition techniques,"Latzo, T., Palutke, R.; Freiling, F",2019,"Digital Investigation, 28, 56-69",,,,,,,,,,"Latzo, T., Palutke, R. and Freiling, F., 2019. A universal taxonomy and survey of forensic memory acquisition techniques. Digital Investigation, 28, 56-69.",
LWCite-1086,LWCite-1086.txt,LWCite-1086.txt,citation_text_reference,,A forensic examination of several mobile device Faraday bags & materials to test their effectiveness,"Lennox-Steele, A.,; Nisbet, A",2016,"Valli, C. (Ed.). (2016). The Proceedings of 14th Australian Digital Forensics Conference, 5-6 December 2016, Edith Cowan University, Perth, Australia. (pp 34-41)",,,,,,,,,,"Lennox-Steele, A., & Nisbet, A. (2016). A forensic examination of several mobile device Faraday bags & materials to test their effectiveness. In Valli, C. (Ed.). (2016). The Proceedings of 14th Australian Digital Forensics Conference, 5-6 December 2016, Edith Cowan University, Perth, Australia. (pp 34-41).",
LWCite-1087,LWCite-1087.txt,LWCite-1087.txt,citation_text_reference,,October. Change-link 2.0: a digital forensic tool for visualizing changes to shadow volume data,"Leschke, T.R.; Nicholas, C",2013,Proceedings of the Tenth Workshop on Visualization for Cyber Security (pp. 17-24),,,,,,,,,,"Leschke, T.R. and Nicholas, C., 2013, October. Change-link 2.0: a digital forensic tool for visualizing changes to shadow volume data. In Proceedings of the Tenth Workshop on Visualization for Cyber Security (pp. 17-24).",
LWCite-1088,LWCite-1088.txt,LWCite-1088.txt,web_reference,,Testing disk imaging tools,"Lyle, J",2002,DFRWS USA 2002,,,,,,,,https://dfrws.org/wp-content/uploads/2019/06/2002_USA_paper-testing_disk_imaging_tools.pdf,,"Lyle, J., 2002. Testing disk imaging tools. DFRWS USA 2002, https://dfrws.org/wp-content/uploads/2019/06/2002_USA_paper-testing_disk_imaging_tools.pdf",
LWCite-1089,LWCite-1089.txt,LWCite-1089.txt,citation_text_reference,,A strategy for testing hardware write block devices,"Lyle, J.R",2006,"digital investigation, 3, pp.3-9",,,,,,,,,,"Lyle, J.R., 2006. A strategy for testing hardware write block devices. digital investigation, 3, pp.3-9.",
LWCite-1090,LWCite-1090.txt,LWCite-1090.txt,citation_text_reference,,November. Polyglots: crossing origins by crossing formats,"Magazinius, J., Rios, B.K.; Sabelfeld, A",2013,Proceedings of the 2013 ACM SIGSAC conference on Computer & communications security (pp. 753-764),,,,,,,,,,"Magazinius, J., Rios, B.K. and Sabelfeld, A., 2013, November. Polyglots: crossing origins by crossing formats. In Proceedings of the 2013 ACM SIGSAC conference on Computer & communications security (pp. 753-764).",
LWCite-1091,LWCite-1091.txt,LWCite-1091.txt,web_reference,,Revealing hidden data: Full file system extractions uncovered,Magnet,2024,,,,,,,,,https://www.magnetforensics.com/blog/revealing-hidden-data-full-file-system-extractions-uncovered/,,"Magnet (2024) Revealing hidden data: Full file system extractions uncovered, https://www.magnetforensics.com/blog/revealing-hidden-data-full-file-system-extractions-uncovered/",
LWCite-1092,LWCite-1092.txt,LWCite-1092.txt,web_reference,,Using the Geolocation Data Filter in Magnet AXIOM & AXIOM Cyber,Magnet,2020,,,,,,,,,https://www.magnetforensics.com/blog/using-the-geolocation-data-filter-in-magnet-axiom-axiom-cyber/,,"Magnet 2020, Using the Geolocation Data Filter in Magnet AXIOM & AXIOM Cyber, https://www.magnetforensics.com/blog/using-the-geolocation-data-filter-in-magnet-axiom-axiom-cyber/",
LWCite-1093,LWCite-1093.txt,LWCite-1093.txt,web_reference,,Moving in the right direction with Animated maps,Magnet,2024,,,,,,,,,https://www.magnetforensics.com/blog/moving-in-the-right-direction-with-animated-maps/,,"Magnet 2024, Moving in the right direction with Animated maps, https://www.magnetforensics.com/blog/moving-in-the-right-direction-with-animated-maps/",
LWCite-1094,LWCite-1094.txt,LWCite-1094.txt,web_reference,,Magnet Axiom Wordlist Generator,Magnet Forensics,2019,Magnet Forensics,,,,,,,,https://www.magnetforensics.com/resources/magnet-axiom-wordlist-generator/,,Magnet Forensics (2019) Magnet Axiom Wordlist Generator. Magnet Forensics. Available at: https://www.magnetforensics.com/resources/magnet-axiom-wordlist-generator/,
LWCite-1095,LWCite-1095.txt,LWCite-1095.txt,web_reference,,Utilizing AXIOM Wordlist Generator to Optimize Handset Lock Code Breaking,Magnet Forensics,2019,Magnet Forensics,,,,,,,,https://www.magnetforensics.com/blog/utilizing-axiom-wordlist-generator-to-optimize-handset-lock-code-breaking/,,"Magnet Forensics (2019) Utilizing AXIOM Wordlist Generator to Optimize Handset Lock Code Breaking, Magnet Forensics, Available at: https://www.magnetforensics.com/blog/utilizing-axiom-wordlist-generator-to-optimize-handset-lock-code-breaking/",
LWCite-1096,LWCite-1096.txt,LWCite-1096.txt,citation_text_reference,,Live and trustworthy forensic analysis of commodity production systems,"Martignoni, L., Fattori, A., Paleari, R.; Cavallaro, L",2010,"International Workshop on Recent Advances in Intrusion Detection (pp. 297-316). Berlin, Heidelberg: Springer Berlin Heidelberg",,,,,,,,,,"Martignoni, L., Fattori, A., Paleari, R. and Cavallaro, L., 2010. Live and trustworthy forensic analysis of commodity production systems. In International Workshop on Recent Advances in Intrusion Detection (pp. 297-316). Berlin, Heidelberg: Springer Berlin Heidelberg.",
LWCite-1097,LWCite-1097.txt,LWCite-1097.txt,web_reference,,An Alternate Location for Deleted SMS/iMessage Data in Apple Devices,"McGee, J",2022,DFIR Review,,,,,,,,https://dfir.pubpub.org/pub/yp6efc8q,,"McGee, J. (2022). An Alternate Location for Deleted SMS/iMessage Data in Apple Devices. DFIR Review. Retrieved from https://dfir.pubpub.org/pub/yp6efc8q",
LWCite-1098,LWCite-1098.txt,LWCite-1098.txt,web_reference,,Using Keywords with Magnet AXIOM,"McQuaid, J",2017,Magnet Forensics,,,,,,,,https://www.magnetforensics.com/blog/using-keywords-with-magnet-axiom/,,"McQuaid, J. (2017) Using Keywords with Magnet AXIOM, Magnet Forensics, https://www.magnetforensics.com/blog/using-keywords-with-magnet-axiom/",
LWCite-1099,LWCite-1099.txt,LWCite-1099.txt,citation_text_reference,,BrowStEx: A tool to aggregate browser storage artifacts for forensic analysis,"Mendoza, A., Kumar, A., Midcap, D., Cho, H.; Varol, C",2015,"Digital investigation, 14, pp.63-75",,,,,,,,,,"Mendoza, A., Kumar, A., Midcap, D., Cho, H. and Varol, C., 2015. BrowStEx: A tool to aggregate browser storage artifacts for forensic analysis. Digital investigation, 14, pp.63-75.",
LWCite-1100,LWCite-1100.txt,LWCite-1100.txt,web_reference,,Windows Search forensics,Metz,2011,,,,,,,,,https://www.forensicfocus.com/articles/windows-search-forensics/,,"Metz (2011), Windows Search forensics, https://www.forensicfocus.com/articles/windows-search-forensics/",
LWCite-1101,LWCite-1101.txt,LWCite-1101.txt,web_reference,,Profiles.ini file,Mozillazine,2017,,,,,,,,,https://kb.mozillazine.org/Profiles.ini_file,,"Mozillazine (2017), Profiles.ini file, https://kb.mozillazine.org/Profiles.ini_file",
LWCite-1102,LWCite-1102.txt,LWCite-1102.txt,doi_text_reference,,NIST SP 800-86 Guide to Integrating Forensic Techniques into Incident Response,NIST,2006,,,,,,,10.6028/NIST.SP.800-86,https://doi.org/10.6028/NIST.SP.800-86,https://doi.org/10.6028/NIST.SP.800-86,,"NIST (2006) NIST SP 800-86 Guide to Integrating Forensic Techniques into Incident Response, https://doi.org/10.6028/NIST.SP.800-86",
LWCite-1103,LWCite-1103.txt,LWCite-1103.txt,web_reference,,Computer forensics tools & techniques catalog: string search,NIST,2025,,,,,,,,,https://toolcatalog.nist.gov/taxonomy/index.php?ff_id=31,,"NIST, 2025. Computer forensics tools & techniques catalog: string search, https://toolcatalog.nist.gov/taxonomy/index.php?ff_id=31",
LWCite-1104,LWCite-1104.txt,LWCite-1104.txt,citation_text_reference,,A standardized corpus for SQLite database forensics,"Nemetz, S., Schmitt, S.; Freiling, F",2018,"Digital Investigation, 24, pp.S121-S130",,,,,,,,,,"Nemetz, S., Schmitt, S. and Freiling, F., 2018. A standardized corpus for SQLite database forensics. Digital Investigation, 24, pp.S121-S130.",
LWCite-1105,LWCite-1105.txt,LWCite-1105.txt,web_reference,,New msgstore – Who ‘Dis? A Look At An Updated WhatsApp On Android,,2022,,,,,,,,,https://thebinaryhick.blog/2022/06/09/new-msgstore-who-dis-a-look-at-an-updated-whatsapp-on-android/,,"New msgstore – Who ‘Dis? A Look At An Updated WhatsApp On Android, https://thebinaryhick.blog/2022/06/09/new-msgstore-who-dis-a-look-at-an-updated-whatsapp-on-android/",
LWCite-1106,LWCite-1106.txt,LWCite-1106.txt,citation_text_reference,,Forensic analysis of GPT disks and GUID partition tables,"Nikkel, B",2009,"Digital Investigation, 6(1-2), pp.39-47",,,,,,,,,,"Nikkel, B., 2009. Forensic analysis of GPT disks and GUID partition tables. Digital Investigation, 6(1-2), pp.39-47.",
LWCite-1107,LWCite-1107.txt,LWCite-1107.txt,citation_text_reference,,Practical forensic imaging: securing digital evidence with Linux tools,"Nikkel, B",2016,"No Starch Press, Chapter 6, ""Forensic Image Acquisition",,,,,,,,,,"Nikkel, B., 2016. Practical forensic imaging: securing digital evidence with Linux tools. No Starch Press, Chapter 6, “Forensic Image Acquisition",
LWCite-1108,LWCite-1108.txt,LWCite-1108.txt,citation_text_reference,,Advanced evidence collection and analysis of web browser activity,"Oh, J., Lee, S.; Lee, S",2011,"Digital investigation, 8, pp.S62-S70",,,,,,,,,,"Oh, J., Lee, S. and Lee, S., 2011. Advanced evidence collection and analysis of web browser activity. Digital investigation, 8, pp.S62-S70.",
LWCite-1109,LWCite-1109.txt,LWCite-1109.txt,citation_text_reference,,Advanced evidence collection and analysis of web browser activity,"Oh, J., Lee, S.; Lee, S",2011,"Digital investigation, 8, pp.S62-S70., section 3.6",,,,,,,,,,"Oh, J., Lee, S. and Lee, S., 2011. Advanced evidence collection and analysis of web browser activity. Digital investigation, 8, pp.S62-S70., section 3.6",
LWCite-1110,LWCite-1110.txt,LWCite-1110.txt,citation_text_reference,,An experimental assessment of inconsistencies in memory forensics,"Ottmann, J., Breitinger, F.; Freiling, F",2024,ACM Transactions on Privacy and Security (TOPS),,,,,,,,,,"Ottmann, J., Breitinger, F. and Freiling, F., 2024. An experimental assessment of inconsistencies in memory forensics. ACM Transactions on Privacy and Security (TOPS). 27, 2:1–2:29.",
LWCite-1111,LWCite-1111.txt,LWCite-1111.txt,citation_text_reference,,Introducing the temporal dimension to memory forensics,"Pagani, F., Fedorov, O.; Balzarotti, D",2019,"ACM Transactions on Privacy and Security (TOPS), 22(2), 1-21",,,,,,,,,,"Pagani, F., Fedorov, O. and Balzarotti, D., 2019. Introducing the temporal dimension to memory forensics. ACM Transactions on Privacy and Security (TOPS), 22(2), 1-21.",
LWCite-1112,LWCite-1112.txt,LWCite-1112.txt,web_reference,,Paladin Forensic Suite,,,,,,,,,,,https://sumuri.com/software/paladin/,,"Paladin Forensic Suite, https://sumuri.com/software/paladin/",
LWCite-1113,LWCite-1113.txt,LWCite-1113.txt,citation_text_reference,,Forensic analysis of the Firefox 3 Internet history and recovery of deleted SQLite records,"Pereira, M.T",2009,"Digital Investigation, 5(3-4), pp.93-103",,,,,,,,,,"Pereira, M.T., 2009. Forensic analysis of the Firefox 3 Internet history and recovery of deleted SQLite records. Digital Investigation, 5(3-4), pp.93-103.",
LWCite-1114,LWCite-1114.bib,LWCite-1114.bib,incollection,petersen2022dogs,Dogs as Detectors for Hidden Digital Storage Devices: A Pilot Study from the National Police of The Netherlands,"Petersen, Stèphan J; Schoon, Adee",2022,Canines,Jenny Stanford Publishing,,,,535--557,,,,,,"@incollection{petersen2022dogs, title={Dogs as Detectors for Hidden Digital Storage Devices: A Pilot Study from the National Police of The Netherlands}, author={Petersen, St{\`e}phan J and Schoon, Adee}, booktitle={Canines}, pages={535--557}, year={2022}, publisher={Jenny Stanford Publishing} }"
LWCite-1115,LWCite-1115.txt,LWCite-1115.txt,citation_text_reference,,Real-time digital forensics and triage,"Roussev, V., Quates, C.; Martell, R",2013,"Digital Investigation, 10(2), pp.158-167",,,,,,,,,,"Roussev, V., Quates, C. and Martell, R., 2013. Real-time digital forensics and triage. Digital Investigation, 10(2), pp.158-167.",
LWCite-1116,LWCite-1116.txt,LWCite-1116.txt,citation_text_reference,,Causal Inconsistencies are Normal in Windows Memory Dumps (too),"Rzepka, L., Ottmann, J., Freiling, F.; Baier, H",2024,Digital Threats: Research and Practice,,,,,,,,,,"Rzepka, L., Ottmann, J., Freiling, F. and Baier, H., 2024. Causal Inconsistencies are Normal in Windows Memory Dumps (too). Digital Threats: Research and Practice.",
LWCite-1117,LWCite-1117.txt,LWCite-1117.txt,citation_text_reference,,Applying digital stratigraphy to the problem of recycled storage media,"Schneider, J., Eichhorn, M., Dreier, L.M.; Hargreaves, C",2024,"Forensic Science International: Digital Investigation, 49, p.301761",,,,,,,,,,"Schneider, J., Eichhorn, M., Dreier, L.M. and Hargreaves, C., 2024. Applying digital stratigraphy to the problem of recycled storage media. Forensic Science International: Digital Investigation, 49, p.301761.",
LWCite-1118,LWCite-1118.txt,LWCite-1118.txt,citation_text_reference,,Preserving meaning of evidence from evolving systems,"Spichiger, H.; Adelstein, F",2025,"Forensic Science International: Digital Investigation, 52, p.301867",,,,,,,,,,"Spichiger, H. and Adelstein, F., 2025. Preserving meaning of evidence from evolving systems. Forensic Science International: Digital Investigation, 52, p.301867.",
LWCite-1119,LWCite-1119.txt,LWCite-1119.txt,citation_text_reference,,"Please mind the gap: A taxonomy for addressing the issue of linking person, account and device","Spichiger, H",2025,"Science & Justice, p.101314",,,,,,,,,,"Spichiger, H., 2025. Please mind the gap: A taxonomy for addressing the issue of linking person, account and device. Science & Justice, p.101314.",
LWCite-1120,LWCite-1120.txt,LWCite-1120.txt,citation_text_reference,,October. Forensic analysis of volume shadow copy in windows 7,"Sreeja, S.C.; Balan, C",2016,2016 International Conference on Emerging Technological Trends (ICETT) (pp. 1-6). IEEE,,,,,,,,,,"Sreeja, S.C. and Balan, C., 2016, October. Forensic analysis of volume shadow copy in windows 7. In 2016 International Conference on Emerging Technological Trends (ICETT) (pp. 1-6). IEEE.",
LWCite-1121,LWCite-1121.txt,LWCite-1121.txt,citation_text_reference,,Historic cell site analysis–Overview of principles and survey methodologies,"Tart, M., Brodie, I., Gleed, N.; Matthews, J",2012,"Digital Investigation, 8(3-4), pp.185-193",,,,,,,,,,"Tart, M., Brodie, I., Gleed, N. and Matthews, J., 2012. Historic cell site analysis–Overview of principles and survey methodologies. Digital Investigation, 8(3-4), pp.185-193.",
LWCite-1122,LWCite-1122.txt,LWCite-1122.txt,web_reference,,,The Zeitgeist Project,2021,,,,,,,,,https://zeitgeist.freedesktop.org,,The Zeitgeist Project (2021) https://zeitgeist.freedesktop.org,
LWCite-1123,LWCite-1123.txt,LWCite-1123.txt,web_reference,,Time is not on our side when it comes to Messages in iOS 11,,2017,,,,,,,,,https://smarterforensics.com/2017/09/time-is-not-on-our-side-when-it-comes-to-messages-in-ios-11/,,"Time is not on our side when it comes to Messages in iOS 11, https://smarterforensics.com/2017/09/time-is-not-on-our-side-when-it-comes-to-messages-in-ios-11/",
LWCite-1124,LWCite-1124.txt,LWCite-1124.txt,web_reference,,,"Turner, P. The Remapped/Reallocated Sector Conundrum, Presentation at DFRWS US",2024,,,,,,,,,https://www.dfrws.org/wp-content/uploads/2023/07/turner-remappedsectors.pdf,,"Turner, P. The Remapped/Reallocated Sector Conundrum, Presentation at DFRWS US 2024, https://www.dfrws.org/wp-content/uploads/2023/07/turner-remappedsectors.pdf",
LWCite-1125,LWCite-1125.txt,LWCite-1125.txt,text_reference,,p50,"Tyler, J",2012,"XDA Developers' Android Hacker's Toolkit: The Complete Guide to Rooting, ROMs and Theming",,,,,,,,,,"Tyler, J., 2012 p50. XDA Developers' Android Hacker's Toolkit: The Complete Guide to Rooting, ROMs and Theming. John Wiley & Sons",
LWCite-1126,LWCite-1126.txt,LWCite-1126.txt,doi_text_reference,,"""File Carving based Digital Forensic Tools Testing Data Sets (Contiguous Files)""","V, Kethareswaran; Khurana, Surinder Singh; Singh, Parvinder",2021,Mendeley Data,,,,,,10.17632/2kh2bdsp5b.3,https://doi.org/10.17632/2kh2bdsp5b.3,,,"V, Kethareswaran; Khurana, Surinder Singh; Singh, Parvinder (2021), “File Carving based Digital Forensic Tools Testing Data Sets (Contiguous Files)”, Mendeley Data, V3, doi: 10.17632/2kh2bdsp5b.3",
LWCite-1127,LWCite-1127.txt,LWCite-1127.txt,citation_text_reference,,Was the clock correct? Exploring timestamp interpretation through time anchors for digital forensic event reconstruction,"Vanini, C., Hargreaves, C.J., van Beek, H.; Breitinger, F",2024,"Forensic Science International: Digital Investigation, 49, p.301759",,,,,,,,,,"Vanini, C., Hargreaves, C.J., van Beek, H. and Breitinger, F., 2024. Was the clock correct? Exploring timestamp interpretation through time anchors for digital forensic event reconstruction. Forensic Science International: Digital Investigation, 49, p.301759.",
LWCite-1128,LWCite-1128.txt,LWCite-1128.txt,citation_text_reference,,An evaluation platform for forensic memory acquisition software,"Vömel, S.; Stüttgen, J",2013,"Digital Investigation, 10, S30-S40",,,,,,,,,,"Vömel, S. and Stüttgen, J., 2013. An evaluation platform for forensic memory acquisition software. Digital Investigation, 10, S30-S40.",
LWCite-1129,LWCite-1129.txt,LWCite-1129.txt,citation_text_reference,,Computer forensics: results of live response inquiry vs,"Waits, C., Akinyele, J.A., Nolan, R.; Rogers, L",2008,memory image analysis,,,,,,,,,,"Waits, C., Akinyele, J.A., Nolan, R. and Rogers, L., 2008. Computer forensics: results of live response inquiry vs. memory image analysis. CERT program, CMU/SEI-2008-TN-017.",
LWCite-1130,LWCite-1130.txt,LWCite-1130.txt,web_reference,,ZIP (file format),Wikipedia,2026,,,,,,,,,https://en.wikipedia.org/wiki/ZIP_(file_format)#ZIP64,,"Wikipedia (2026), ZIP (file format), https://en.wikipedia.org/wiki/ZIP_(file_format)#ZIP64",
LWCite-1131,LWCite-1131.txt,LWCite-1131.txt,citation_text_reference,,Effective resource management in digital forensics: An exploratory analysis of triage practices in four English constabularies,"Wilson-Kovacs, D",2020,"Policing: an international journal, 43(1), pp.77-90",,,,,,,,,,"Wilson-Kovacs, D., 2020. Effective resource management in digital forensics: An exploratory analysis of triage practices in four English constabularies. Policing: an international journal, 43(1), pp.77-90.",
LWCite-1132,LWCite-1132.txt,LWCite-1132.txt,web_reference,,WinFE,,,,,,,,,,,https://www.winfe.net,,"WinFE, https://www.winfe.net",
LWCite-1133,LWCite-1133.txt,LWCite-1133.txt,web_reference,,X-Ways Manual: Logical Search (section 5.11),X-Ways,2025,,,,,,,,,https://www.x-ways.net/winhex/manual.pdf,,"X-Ways (2025), X-Ways Manual: Logical Search (section 5.11), https://www.x-ways.net/winhex/manual.pdf",
LWCite-1134,LWCite-1134.txt,LWCite-1134.txt,web_reference,,X-Ways Manual: Simultaneous Search (section 5.10),X-Ways,2025,,,,,,,,,https://www.x-ways.net/winhex/manual.pdf,,"X-Ways (2025), X-Ways Manual: Simultaneous Search (section 5.10), https://www.x-ways.net/winhex/manual.pdf",
LWCite-1135,LWCite-1135.txt,LWCite-1135.txt,text_reference,,),X-Ways - Provides an option called ‘Scan for Lost Partitions' which explicitly scans for deleted partitions in unallocated space (X-Ways,2024,,,,,,,,,,,X-Ways - Provides an option called ‘Scan for Lost Partitions’ which explicitly scans for deleted partitions in unallocated space (X-Ways 2024),
LWCite-1136,LWCite-1136.txt,LWCite-1136.txt,url_reference,,,,,,,,,,,,,https://en.wikipedia.org/wiki/In-system_programming,,https://en.wikipedia.org/wiki/In-system_programming,
LWCite-1137,LWCite-1137.txt,LWCite-1137.txt,url_reference,,,,,,,,,,,,,https://github.com/prosch88/ALEX,,https://github.com/prosch88/ALEX,
LWCite-1138,LWCite-1138.txt,LWCite-1138.txt,url_reference,,,,,,,,,,,,,https://github.com/prosch88/UFADE,,https://github.com/prosch88/UFADE,
LWCite-1139,LWCite-1139.txt,LWCite-1139.txt,url_reference,,,,,,,,,,,,,https://support.mobiledit.com/portal/en/kb/articles/app-downgrade,,https://support.mobiledit.com/portal/en/kb/articles/app-downgrade,
LWCite-1140,LWCite-1140.txt,LWCite-1140.txt,url_reference,,,,,,,,,,,,,https://www.crowdstrike.com/en-us/guides/syslog-logging/advanced-concepts/,,https://www.crowdstrike.com/en-us/guides/syslog-logging/advanced-concepts/,
LWCite-1141,LWCite-1141.txt,LWCite-1141.txt,url_reference,,,,,,,,,,,,,https://www.opswat.com/blog/accurate-file-type-detection-powered-by-ai,,https://www.opswat.com/blog/accurate-file-type-detection-powered-by-ai,
LWCite-1142,LWCite-1142.txt,LWCite-1142.txt,url_reference,,,,,,,,,,,,,https://www.oxygenforensics.com/en/resources/downgrade-method-what-should-be-known-before-the-procedure/,,https://www.oxygenforensics.com/en/resources/downgrade-method-what-should-be-known-before-the-procedure/,
LWCite-1143,LWCite-1143.bib,LWCite-1143.bib; LWCite-1143.txt,inproceedings,gruhn2015windows,Windows NT pagefile. sys virtual memory analysis,"Gruhn, Michael",2015,2015 Ninth International Conference on IT Security Incident Management & IT Forensics,,IEEE,,,3--18,,,,,"Gruhn, M., 2015, May. Windows NT pagefile. sys virtual memory analysis. In 2015 Ninth International Conference on IT Security Incident Management & IT Forensics (pp. 3-18). IEEE.","@inproceedings{gruhn2015windows, title={Windows NT pagefile. sys virtual memory analysis}, author={Gruhn, Michael}, booktitle={2015 Ninth International Conference on IT Security Incident Management \& IT Forensics}, pages={3--18}, year={2015}, organization={IEEE} }"
LWCite-1144,LWCite-1144.bib,LWCite-1144.bib; LWCite-1144.txt,online,magnetforensics2020timestomping,Expose evidence of timestomping with the NTFS timestamp mismatch artifact in Magnet AXIOM 4.4,Magnet Forensics,2020,Web resource,,,,,,,,https://www.magnetforensics.com/blog/expose-evidence-of-timestomping-with-the-ntfs-timestamp-mismatch-artifact-in-magnet-axiom-4-4/,Accessed: 19 March 2026,Magnet Forensics (2020) Expose evidence of timestomping with the NTFS timestamp mismatch artifact in Magnet AXIOM 4.4. Available at: https://www.magnetforensics.com/blog/expose-evidence-of-timestomping-with-the-ntfs-timestamp-mismatch-artifact-in-magnet-axiom-4-4/,"@online{magnetforensics2020timestomping, author = {{Magnet Forensics}}, title = {Expose evidence of timestomping with the NTFS timestamp mismatch artifact in Magnet AXIOM 4.4}, year = {2020}, url = {https://www.magnetforensics.com/blog/expose-evidence-of-timestomping-with-the-ntfs-timestamp-mismatch-artifact-in-magnet-axiom-4-4/}, note = {Accessed: 19 March 2026} }"
